artist,song,text
Coldplay,O,"A flock of birds hovering above  
Just a flock of birds  
That's how you think of love  
  
And I always  
Look up to the sky  
Pray before the dawn  
Cause they fly always  
Sometimes they arrive  
Sometimes they are gone  
They fly on  
  
A flock of birds hovering above  
Into smoke I'm turned and rise following them up  
  
Still I always  
Look up to the sky, pray before the dawn  
Cause they fly away  
One minute they arrive, next you know they're gone  
  
They fly on  
Fly on  
  
So fly on, ride through  
Maybe one day I'll fly next to you  
Fly on, ride through, maybe one day I can fly with you  
Fly on  
Fly on  
Fly on

"
Coldplay,Oceans,"Wait for your call, love  
The call never came  
Ready to fall up  
Ready to claim  
  
I'm ready for it all, love  
I'm ready for the pain  
Meet under sun and  
Meet me again  
In the rain  
In the rain  
The rain  
  
Behind the walls, love  
I'm trying to change  
And I'm ready for it all, love  
I'm ready for the change  
Meet me in blue sky  
Meet me again  
In the rain  
The rain, in the rain  
In the rain  
  
The rain  
  
Got to find yourself alone in this world  
You've got to find yourself alone

"
Coldplay,Ode To Deodorant,"Here's an Ode, ah, to deodorant  
It's my thing, ah it's my favourite hygiene  
It keeps me through the day  
  
Another ode, ah to deodorant  
It's my thing, ah it's my favourite hygiene  
It's the confidence I need  
  
It's medicine for the soul  
It's medicine for the mind  
It picks me up and makes me whole  
It makes me feel alright  
  
Here's an Ode, an ode to aerosol  
It's my thing  
Ah, it's my favourite hygiene, it's the confidence I need  
  
It's medicine for the soul  
It's medicine for the mind  
It picks me up and makes me whole  
It makes me feel alright  
  
It's okay Oh, would I ever let you down? No way  
Oh, would I ever let you down, okay?  
Oh, would I ever let you down, no way  
Oh, would I ever let you down...  
  
I'll never let ya, I'll never let ya, I'll never let you down, no way  
  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way  
Would I ever let you let you down, no way

"
Coldplay,Paradise,"When she was just a girl she expected the world  
But it flew away from her reach  
So she ran away in her sleep and dreamed of  
Para-para-paradise, para-para-paradise, para-para-paradise  
Every time she closed her eyes  
  
When she was just a girl she expected the world  
But it flew away from her reach and the bullets catch in her teeth  
Life goes on, it gets so heavy  
The wheel breaks the butterfly every tear a waterfall  
In the night the stormy night she'll close her eyes  
In the night the stormy night away she'd fly  
  
And dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh)  
  
She'd dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh-oh)  
  
La-la-la-la-la-la-la  
La-la-la-la-la-la-la-la-la-la  
And so lying underneath those stormy skies  
She'd say, ""Oh, oh, oh, oh, oh, oh  
I know the sun must set to rise""  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh oh oh oh oh oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh

"
Coldplay,Poor Me,"Poor me, I'm floating out to sea  
An opportunity that went by  
Poor you, oh what you gonna do  
No what you gonna do, you just cry  
  
Oh, you always come undone  
Try into the sun, you don't know why  
Poor you, I know what you gonna do  
Come on love i'll see it through, I don't know why  
  
I hear you come nearer  
I hear you but I don't understand  
I hear you come nearer  
I hear you but I don't understand  
  
Poor me, now float me out to sea  
Oh no just let it be, come on try  
Poor you, oh what you gonna do  
Oh what you gonna do, you just cry  
  
I hear you come nearer  
I hear you but I don't understand  
I hear you come nearer  
I hear you but I don't understand  
  
I don't understand  
I don't understand  
  
Oooh, ahhhh, ahhhh

"
Coldplay,Princess Of China,"Once upon a time somebody ran  
Somebody ran away saying, ""Fast as I can""  
I got to go  
I got to go  
  
Once upon a time we fell apart  
You're holding in your hands  
The two halves of my heart  
Oh-oh, oh-oh-oh  
  
Once upon a time we're burning bright  
That all we ever seemed to do is fight  
On and on  
And on and on and on  
  
Once upon a time on the same side  
Once upon a time on the same side  
In the same game, now why'd you have to go  
Have to go and throw it all in my flame  
  
Could've been a princess, you'd be a king  
Could have had a castle and worn a ring  
But no, you let me go  
  
I could've been a princess, you'd be a king  
Could have had a castle and worn a ring,  
But no, you let me go  
  
Stole my star  
La-la-la-la-la-la, la-la-la-la-la-la  
La-la-la-la-la  
You stole my star  
La-la-la-la-la-la  
  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh-oh, you really hurt me  
'Cause you really hurt me  
You really hurt me

"
Coldplay,Proof,"So I waited for you  
What wouldn't I do?  
And I'm covered it's true  
I'm covered in you  
  
If I ever want proof  
I find it in you  
Yeah I honestly do  
In you I find proof  
  
Light, dark  
Bright spark  
Light, dark, and then light  
  
So I waited all day  
What wouldn't I say  
And all the thing in you way  
Things happen that way  
  
And if I ever want proof  
Then I find it in you  
Yeah I honestly do  
In you I find proof  
  
Light, dark  
Bright spark  
Light, dark, and then light  
  
Light, light, light... light...

"
Drake,Karaoke,"Things have been so crazy and hectic, I should have got her back by now  
But you know how much I wanted to make it, It's probably better anyhow  
So if you gotta go, if there's anything I should know  
If the spotlight makes you nervous  
If you're looking for a purpose  
You put the tea in the kettle and light it  
Put your hand on the metal and feel it  
But do you even feel it anymore?  
I remember when you thought I was joking  
Now I'm off singing karaoke  
Farther than I've ever been  
So if you gotta go, if there's any way I can help  
  
Isn't it ironic that the girl I wanna marry is a wedding planner?  
And tells me that my life is too much and moves to Atlanta? Damn  
Of all the places you could go  
I just thought you'd choose somewhere that has somebody that you know  
I'm always up too late, I worry about you there alone  
And that place you call your home, warm nights and cold Patron  
I hope you don't get known for nothing crazy  
Cause no man ever wants to hear those stories about his lady  
I know they say the first love is the sweetest  
But that first cut is the deepest  
I tried to keep us together, you were busy keeping secrets  
You were telling everybody but me  
Don't be fooled by the money, I'm still just young and unlucky  
I'm surprised you couldn't tell  
  
I was only trying to get ahead  
I was only trying to get ahead  
But the spotlight makes you nervous  
And you're looking for a purpose  
I was only trying to get ahead  
I was only trying to get ahead  
But the spotlight makes you nervous

"
Drake,Know Yourself,"[Intro]  
Wallets, wallets, wallets, wallets, wallets  
Y'all sleepin' in the streets  
Shaky warrior  
Yeah, this that Oliver 40, Niko shit man, 15 Fort York shit ya know  
Boi-1da, what's poppin'?  
  
[Verse 1]  
Yeah, yeah  
Runnin' through the 6 with my woes  
Countin' money you know how it goes  
Pray the real live forever man  
Pray the fakes get exposed  
I want that ferrari then I swerve  
I want that bugatti just to hurt  
I ain't rockin' my jewelry that's on purpose  
Niggas want my spot and don't deserve it  
I don't like how serious they take themselves  
I've always been me I guess I know myself  
Shakiness man I don't have no time for that  
My city too turnt up I'll take the fine for that  
This been where you find me at  
That's been where you find me at  
I know a nigga named Johnny Bling  
He put me on to the finer things  
Had a job sellin' Girbraud jeans  
I had a yellow TechnoMarine  
Then Kanye dropped, it was polos and backpacks  
That's when Ethan was pushin' a Subaru hatchback  
Man I'm talkin' way before hashtags  
  
[Hook]  
I was runnin' through the 6 with my woes  
Yeah! I was runnin' through the 6 with my woes  
You know how that shit go  
You know how that shit go  
You know how that shit go  
I was runnin' through the 6 with my woes  
You know how that shit go  
You know how that shit go  
You know how that shit go  
  
[Verse 2]  
Don't fuck with them niggas they too irrational  
This is that nasty flow  
Top boy in this shit, I'm so international  
Reps up in here got P Reign and Chubby and TJ and Winnie  
Yeah, and you know how that shit go  
I might declare it a holiday as soon as Baka get back on the road  
Yeah but you know how that shit go  
They so irrational, they don't wanna patch it up  
They wanna mash it up, woah  
My nigga [?] he whip it I ride in the passenger  
I'm way up, I stay up, I'm two up, I'm three up  
I had to get back to you, woah  
I'm turnin' into a nigga that thinks about money and women  
Like twenty four seven, that's where my life took me  
That's just how shit happened to go  
  
[Hook]  
I was runnin' through the 6 with my woes  
Yeah! I was runnin' through the 6 with my woes  
You know how that shit go  
You know how that shit go  
You know how that shit go  
I was runnin' through the 6 with my woes  
You know how that shit go  
You know how that shit go  
You know how that shit go  
  
[Outro]  
She know it, it a no big  
Always haffi look out an ya know if yuh head buk out  
Dun know, a de unruly boss, dis man  
No bomboclat, otha  
And if a boy like  
OVO crew my nigga can just suck ya motha  
With no apology, I cannot [?]  
Yeah girl I say we cute, if they dis we get execute  
That's the truth, OVO unruly  
  
(machine gun shots)  
  
With my woes

"
Drake,Light Up,"I've been up for four days  
Getting money both ways  
Dirty and clean, I could use a glass of cold spades  
Rolexes, chauffeurs and low fades  
I keep thinking how young you can die from old age  
They always tell me nobody's working as hard as you  
And even though I laugh it off, man, it's probably true  
Cause while all of my closest friends out partying  
I'm just here making all the music that they party to  
But party on, party on, all night nigga  
I got these new rappers nervous prom night nigga  
I've grown tired of these fucking grown man liars  
Storytellers, they ain't even need a campfire  
Uh, but I just wanna tell the truth  
Before one of these haters load a couple shells and shoot  
This shit feel like when Fredro Starr was at Sunset Park  
Stuntin' hard in his yellow Goose  
Yeah, but I'm a ma'fuckin' missed target  
But a target nonetheless and I just started  
Was that directed at moi? Can't be  
They must be talking to themselves hoe, hands free  
Yeah, and I'm just filling up this daily planner  
Gettin' busy 'cause I'm a star, no spangled banner  
Jealous dudes get to talkin' in they music  
And I just say I wrote it for your girlfriends, Kelsey Grammar  
Yeah, that's what life becomes when you're doing you  
Welcome to Hollywood, don't let this town ruin you,  
And if you pillow talking with the women that are screwin' you  
Just know that she gon' tell another nigga when she through wit' you  
Don't get impatient when it takes too long  
Drink it all even when it tastes too strong  
Yeah, I gotta feel alive, even if it kills me  
Promise to always give you me, the real me  
  
Who would have thought  
I'd be caught in this life?  
Let's celebrate with a toast  
And get lost in tonight  
And make it all light up  
(Hey, Guru, tell home girl to go to open that Ace right there),  
Wait until the sun goes down  
We gon' make this bitch light up  
Even when the sun goes down  
I'm gon' make this go  
  
Ow, hoes turn they heads like, owls  
I'm the man of the hour  
Triple entendre, don't even ask me how  
Con Edison flow, I'm connected to a higher power  
Bright life'd make your whole city light up  
A trillion-watt light bulb, when I'm in the nightclub  
I just landed in that G450  
Caught the Mayweather fight, 'cause the satellite was crispy  
(Uh) Y'all can miss me with that money talk  
The smart money's on Hov, fuck what the dummies talk  
I don't do too much blogging  
I just run the town, I don't do too much joggin'  
(Uh) I ain't got a scar yet  
'Cause you fuckin' around with me and my dogs is far-fetched  
Drake, here is how they gon' come at you  
Will silly raps feuds tryin' to distract you  
In disguise, in the form of a favor  
The Barzini me, watch for the traitors  
(Uh) I done seen it all, done it all  
That's why none of these dumb-dumb could dun him off  
The summer's ours, the winter too  
Top down in the winter, that's what winners do  
And to these niggas I'm like Windows 7  
You let 'em tell it, they swear that they invented you  
And since no good deed go unpunished  
I'm not as cool with niggas as I once was  
I once was, cool as The Fonz was  
But these bright lights turned me to a monster  
Sorry, mama, I promised it wouldn't change me  
But I would've went insane had I remained the same me  
Fuck niggas, bitches too  
All I got is this money, this'll do  
  
Who would have thought  
I'd be caught in this life?  
Let's celebrate with a toast  
And get lost in tonight  
And make it all light up  
Wait until the sun goes down  
We gon' make this bitch light up  
Wait until the sun goes down  
I'm gon' make this go

"
Drake,Make Me Proud,"I like a woman with a future and a past  
A little attitude problem all good, it'll make the shit last  
Don't make it too easy, girl, don't take it too fast  
Yeah, that's it right there, that's it, do it just like that  
Only you can do it just like that  
And I love it when your hair still wet 'cause you just took a shower  
Runnin' on a treadmill and only eating salad  
Sound so smart like you graduated college  
Like you went to Yale but you probably went to Howard  
Knowin' you, weekend in Miami trying to study by the pool  
Couple things due but you always get it done  
Might have been a time when I loved her too  
But you take that away and you'll always be the one  
One, I wonder why the moon look nice, girl  
Maybe it's just right for the night  
You said niggas coming on too strong, girl  
They want you in their life as a wife  
That's why you want to have no sex, why you want to protest  
Why you want to fight for your right  
'Cause you don't love them boys  
Pussy run everything, fuck that noise  
  
[Chorus]  
I know things get hard, but girl, you got it, girl, you got it, there you go  
Can't you tell by how they looking at you everywhere you go?  
Wondering what's on your mind, it must be hard to be that fine  
When all these muthafuckas wanna waste your time  
It's just amazing, girl, and all I can say is  
I'm so I'm so I'm so I'm so I'm so proud of you  
I'm so I'm so I'm so I'm so I'm so proud of you  
I'm so I'm so I'm so I'm so I'm so proud of you  
Everything's adding up, you've been through hell and back  
That's why you're bad as fuck and you  
  
B-b-b-b-bet I am  
All of them bitches I'm badder than  
Mansions in Malibu, Babylon  
But I never mention everything I dabble in  
And I always ride slow when I'm straddlin'  
And my shit's so wet you gotta paddle in  
Gotta r-r-row, gotta row ya boat  
It's Pink Friday Records and OVO  
Done did the pop tour, I'm the realest still  
The best legal team so the deals is ill  
It's MAC, OPI, and a fragrance too  
Apparel, I'm dominating every avenue  
Cobblestone, good view, little gravel too  
Gotta pay for the entourage travel too  
'Cause I'm fl-fl-fly I'm flying high  
Ain't got time to talk, just hi and bye, bitch  
  
But baby, if you ask me to take a break  
I'll give it all away, don't care what the people say  
I'll be a million, billion, trillion miles away  
  
He asked my sign, I said a Sag'  
I'm a star, sheriff badge  
What's the point if I'm guarding?  
Double D up, hoes, Dolly Parton  
  
[Chorus]  
  
I'm so I'm so I'm so I'm so I'm so proud of you  
I'm so I'm so I'm so I'm so I'm so proud of you  
I'm so I'm so I'm so I'm so I'm so proud of you  
Everything's adding up, you've been through hell and back  
That's why you're bad as fuck and you know you are

"
Drake,Messages From You,"I forgot about you last night  
For the first time in a long time I Didddd  
I was caught up in these drinks they keep on makin  
In amazin conversation with this girl named lorraine  
Who says she's from L. A.  
Who keeps makin me laugh and even asks if she can pay  
Ooohhhh  
She could be good for me (yeahhh)  
This what you text me  
Tell me that you miss me  
I forget about Lorraine  
And in fact she's right here with me  
And she's starin at my face  
Something that could change  
Thought that all these feelings went away (yeahh)  
  
I hate gettin messages from youuuu (fromm youuu)  
It's like you know the perfect shit to say  
Thought that all these feelings went away  
  
I forgot about you last night  
For the first time in a long time I Didddd  
I was caught up in these drinks they keep on makin  
In amazin conversation with this girl named lorraine  
Who says she's from L. A.  
Who keeps makin me laugh and even asks if she can pay  
Ooohhhh  
She could be good for me (yeahhh)  
This what you text me  
Tell me that you miss me  
I forget about Lorraine  
And in fact she's right here with me  
And she's starin at my face  
Something that could change  
Thought that all these feelings went away (yeahh)  
  
I hate gettin messages from youuuu (fromm youuu)  
It's like you know the perfect shit to say  
Something that could change  
Thought that all these feelings went away (yeahh)  
  
I hate gettin messages from youuuu (fromm youuu)  
Especially when you say you should've stayed  
Something that could change  
Thought that all these feelings went away (yeahh)  
  
I hate the shit you do  
I hate the shit you do  
I hate the shit you do  
I hate the shit you do  
I hate the shit you do  
But I still text you back

"
Drake,My Side,"[Intro]  
Yeah, that's about it  
This shit sound like what being rich feel like  
Fo real  
This life shit, is everywhere you can't control it  
Too much going on  
Too much, too much, too much, too much  
Too much, too much  
You, you, you  
Make me wanna take ya down through there  
Make me wanna take ya down through there  
I'll take it down  
  
[Hook 1]  
Why you never come to where I stay?  
Always hiding out in your New York condo  
Why you never come to where I stay?  
If anybody knows, girl you know, I know  
Why are we wasting our relationship on a relationship?  
Why are we rushing and forcing it? This isn't making sense  
Why are we focused on things that don't even mean nothing, girl?  
Why can we not find the time and sit down and discuss it, girl?  
Let me at least tell you my side of things, man  
Aw man, aw man  
Aw, man  
  
[Verse]  
Me and you are playing house, start think that I'm losing touch  
Got a tight grip on ya now, maybe I should loosen up  
When I leave you and I go home, I start forgetting what it is  
Start to think I got to get it how I live  
We too busy for a wedding or a kid  
If I'm working then I know you working  
Keep in touch with other women, cause you make me nervous  
I empower girls that don't deserve it  
I don't mean to do that shit on purpose  
It's just that when I go home, I start forgetting what it is  
The dream is over, I get lost up in the 6  
  
[Hook 2]  
You don't ever come to where I stay  
You just rather stay up in your New York condo  
You don't ever come to where I stay  
If anybody knows, girl you know, I know  
Why are we wasting our relationship on a relationship?  
You know how sticky these situation get  
You go up higher than me some days  
You know what I think we could be some day  
Let me at least show you my side of things, man  
Aw man, aw man  
Aw man

"
Drake,No Tellin',"[Hook]  
Envelopes coming in the mail, let her open em'  
Hopin' for a check again, ain't no tellin'  
Yeah, she invite me to the telly  
Keep the blade with me when I go to check a bitch, ain't no' tellin  
Yeah, police comin' round' lookin' for some help on a case they gotta solve,
we never help em'  
Yeah, I stay up late at night, thinkin' bout' my life  
Wanna lie but I get it all, ain't no tellin'  
Ain't no tellin', yeah, ain't no tellin'  
Yeah, no tellin'  
Ain't no tellin'  
  
[Verse 1]  
Suitcase, I been living outta' suitcase  
Still drinkin' Henny, if it's done, I'll take the D'usse  
Oops, aye, fuck it, all you niggas two-faced  
Got the club going up on a Tuesday  
True say, I been going hard but then again  
They think I'm soft, think I'm innocent  
I'm just lookin' in the mirror like I'm really him  
Man, I'm really him, you just fillin' in, man  
I gotta blunt, can I get a light?  
Yeah, I took the summer off to get it right  
Yeah, I gave these boys a shot and they fuckin' failed  
Niggas like ""you took the summer off? we couldn't tell""  
Dog, just bought a island gotta sail to it  
You pick the casket, I'll put the nail through it  
I ain't gotta do it, but fuck it someone gotta do it  
Hate if someone else did it, fuck, I may as well do it  
  
[Hook]  
Envelopes coming in the mail, let her open em'  
Hopin' for a check again, ain't no tellin'  
Yeah, she invite me to the telly  
Keep the blade with me when I go to check a bitch, ain't no' tellin  
Yeah, police comin' round' lookin' for some help on a case they gotta solve,
we never help em'  
Yeah, I stay up late at night, thinkin' bout' my life  
Wanna lie but I get it all, ain't no tellin'  
Ain't no tellin', yeah, ain't no tellin'  
Yeah, no tellin'  
Ain't no tellin'  
  
[Verse 2]  
I had to switch the flow up on you niggas  
The shit was gettin' too predictable  
The new shit on steroids, I would never pass a physical  
I got it rollin' in all kinda ways, lump sum and residual, yeah  
I mean we hear about the money you be gettin' but we just never see a visual  
It's our year (aw yeah), Aw yeah  
I mean besides Ricky Ross, Aubrey the biggest boss here (grunt)  
What's the word these days?  
Buncha' niggas chasing after all these woman they don't even know  
Buncha' out of season woman fuckin' off-season niggas to get last season
wardrobe  
All the rappers that you vouch for need to get out of the house more, they
washed up  
And even if the team was religious with it, I can't really see another squad
tryna' cross us, nah  
  
Ovo unruly  
One shot to make it in a life  
From the six to the fucking [?]  
  
[Hook]  
Envelopes coming in the mail, let her open em'  
Hopin' for a check again, ain't no tellin'  
Yeah, she invite me to the telly  
Keep the blade with me when I go to check a bitch, ain't no' tellin  
Yeah, police comin' round' lookin' for some help on a case they gotta solve,
we never help em'  
Wanna lie but I get it all, ain't no tellin'  
Ain't no tellin', yeah, ain't no tellin'  
Yeah, no tellin'  
Ain't no tellin'  
  
[Outro]  
I gotta' keep watchin' for Abba's cause' anything's possible, yeah  
There's no code in ethics out here, anyone will take shots at you, yeah  
Niggas think they can come take what I got, let's be logical, yeah  
V-Live, I order that Alfredo pasta then eat in the kitchen like I'm in the
mafia  
Houston, they get me though  
European, my vehicle  
How much it hit me fo'?  
Ain't no tellin', yeah  
What am I willin' to give her to get what I want tonight?  
Ain't no tellin'  
Please don't speak to me like I'm that Drake from four years ago  
I'm at a higher place  
Thinkin' they lions and tigers and bears, I go huntin'  
Put heads on my fire place, oh my, take time  
Ain't no tellin'  
Oh my, take time, ain't no tellin'

"
Drake,Pop Style,"[Hook: Drake]  
Dropped outta school now we dumb rich (dumb rich)  
This sound like some forty-three-oh-one shit (one shit)  
All my niggas wanna do is pop style (pop style)  
Turn my birthday into a lifestyle (lifestyle)  
  
[Verse 1: Drake]  
Tell my mom I love her if I do not make it (do not make it)  
Got so many chains they call me Chaining Tatum  
(They do, they do)  
And I like to finish what you think you started  
Man you boys just got to Hollywood, you boys just started  
You don't know what you just started  
All I do is hang with the young and heartless  
All this for my family, man, I try my hardest  
It's all I ever did and look where it got him  
Yeah, you've been on my mind lately  
You've still got my number, girl you need to call me  
I feel like they wanna see me learn the hard way  
But you know I always handle that one my way  
Girl let me rock, rock, rock, rock, rock your body  
Justin Timberlake and then I hit the highway  
I can't trust no fuckin' body  
They still out to get me cause they never got me  
  
[Verse 2: Drake]  
They still out to get me, I don't get it  
I can not be got, and that's a given  
Give a real nigga the number one  
Even though I got like twenty-one  
Cannot be me I'm a one-of-one  
Schooling your ass like 101  
They been out here tryna slide on me  
They been out here telling lies on me  
Everybody looking out for themself  
But they still got they eyes on me  
See me putting in the hard work now, aye  
Momma doesn't have to call work now, aye  
I decide when I start work now, aye  
Problems hit the gym, they all work out  
MVP, MVP, oh-nine all the way to sixteen  
Even next season looking like a breeze  
Lot of y'all ain't built for the league, yeah  
Trade you off the team while you in your sleep, yeah  
Y'all showed me that nothing's guaranteed  
And you don't know what you started  
My friend's chain so big that he look like the artist  
I can't trust no fuckin' body  
They still out to get me cause they never got me  
  
[Hook: Drake]  
Dropped outta school now we dumb rich (dumb rich)  
This sound like some forty-three-oh-one shit (one shit)  
All my niggas wanna do is pop style (pop style)  
Turn my birthday into a lifestyle (lifestyle)

"
Drake,Preach,"[Verse 1: PARTYNEXTDOOR]  
I'm in Miami  
I need to call up Miss Cassidy  
My name is party not participation  
Sorry for the miscommunication  
I need a drink and some tequila with you  
You know what I'm trying to do  
Hey let's pop the E off at Liv I've got some time here to blow  
I've got the money to blow  
I've got the money and blow  
Don't have to guess how I know  
Oh it's a secret just for me I'll keep it  
You old niggas boring as bones  
Put the party tape on  
You know what's going on  
You know what's going on  
She keep it wet like tsunami  
She think she sunk the Titanic  
I get her hot like Wasabi  
She think it's wavy and gnarly  
I think I'ma pop one for you  
Drink one for you  
  
[Hook: PARTYNEXTDOOR]  
Young nigga preach  
Preach, preach, preach, preach, preach, preach (X3)  
Preach (x9)  
  
[Verse 2: Drake]  
Still in Miami  
Most of these girls are too messy  
I've got to do some reflecting  
I've got to find me one out here that is good at taking direction  
I'm convinced that my calls are being recorded  
So hit my assistant to get me the message  
And make the connection like brrrrr  
I'm on my way tonight I hope you not the crazy type yeah  
I'm in your state tonight I might just break the bank tonight  
PND ain't with the ray tay tay  
You know Jay Ray  
Got girls her going way way way way way way  
Sauga city trip the pay day  
Load up off a gate way  
Man you can't afford me  
Doing is one thing, doing it right is a whole different story  
Niggas is all in their feelings these days, all in their feelings these days  
But hearing the scripture with that many sixes you should be afraid  
  
[Hook: PARTYNEXTDOOR]

"
Drake,Replacement Girl,"(feat. Trey Songz)  
  
[Echo-Trey Songz]  
Ladies make some noise if you wanna be my replacement  
  
[Verse 1-Drake]  
Lat me show what it is  
I was born up top but was raised at the bottom of the map  
Where the girls all thick and the hottest niggas rap  
If you lookin for the goods then we got in the trap like  
[Trey]  
Ooo wee  
[Drake]  
Took 'em from white snakes to  
[Trey]  
Ooo wee  
[Drake]  
This metaphore might sound a little confusing but  
[Trey]  
Yall don't really even know me yeah yeah  
[Drake]  
I done come all way from the Days Inn and all the hotels that stayed in  
I took my lifestyle from mediocre to good and now I say it's sittin at
amazing'  
Girls tryin sell a whole lobby of us  
Hear em all screamin then it's probably is  
But I can't blame females, females can't really ignore something this obvious  
What you really expect when I strut through town  
Two or three days I shut you down  
Chilin wit the homie Trey Songz  
You call him the prince he rep two up two down  
Anyone I know get used to me  
I'm far from the man that I used to be  
I don't ever really kick game  
I know you find it impressing whenever you introduced to me  
'Cause I'm a good dude who take pride in that  
Need good lovin' I'm providing that  
Understand that I'm worldwide  
You get who you want it wherever you be residing at  
'Cause I do things from the M-town  
To the uk  
From Spain back out to Texas  
This album's for my fans  
But yo this hook is for my exes  
  
[Chorus-Trey Songz]  
This one is for you girl  
You know who you are girl  
You only show you're face  
'Cause you know that I'm a star girl  
What you trying to to make it  
Don't ever mistake it  
'Cause my time is limited and I ain't trying to waste it all on you  
You had a chance now It's gone  
Oooooh  
You had a man now you don't  
Back to the basics  
I think I made it  
Ladies make some noise if you wanna be my replacement girl  
  
[Verse 2-Trey Songz]  
Ain't ya never seen a yougin so fly  
Lookin for someone your type  
I done left behind the love of my life  
Tryin to find another one tonight  
And if it's you baby  
Let yourself be seen  
Don matter skirts  
Dresses or jeans  
I got that work  
Know what I mean  
And I'm flexing on my ex if you know what mean  
  
[Chorus:]  
  
[Verse 3-Drake]  
Check this out  
From the that she get picked for some take out  
Until they slip up and break out  
But it's another story over here at Drake's house  
'Cause I'm dripped up and I'm drapped out  
And I'm lean back  
Scoping  
Looking for a woman that I should wife  
Who got just the right amount of loyalty  
Yeah but is still anticipating us living the good life  
We go la, va  
Ny, to  
Sunshine in that heat stroke  
And them fur hoods in that deep snow  
We have breakfast in the bedroom  
Break bread downstairs in the basement  
Since Jay and Kelz ain't doing the thing no more  
Guess me and the boy Songz is the replacement  
  
[Chorus:]  
  
Ay, Ay, Ay, Ay, Ay, Ay, Ay, Ay, Ay, Ay  
Ay, Ay, Ay  
Let's Go

"
Drake,Right Hand,"[Hook]  
You're my right hand, you're my go to  
Told me everything about you  
That's a bold move  
I know that you're out here  
And there's things you gotta go through  
Just know that these streets just don't love you like I do  
And they never will  
  
[Verse 1]  
But I swear you gotta chill  
You wanna grip Benz wheel  
And I know you can't wait  
You dream big and sleep late  
You got a lot on your plate  
That's why you're always working out  
Taking pictures of yourself  
You don't see anybody else  
You're like oh well  
You're like fuck it oh well  
My past behind me like a pony tail  
  
[Hook]  
But you're my right hand, you're my go to  
Told me everything about you  
That's a bold move  
I know that you're out here  
And there's things you gotta go through  
Just know that these streets just don't love you like I do  
And they never will  
  
[Verse 2]  
Ok I know you want the Audi  
I know you want to go to Maui  
You and all your girlfriends  
The ones you never bring around me  
Cause you don't trust me like your last man  
Did he open doors for ya?  
Buy the things he can't afford for ya  
Cause he must have did a lot for ya  
I just fell back with it  
And now your past is behind you  
Like the car with the strap in it  
Thank god that's finished  
Cause now it's back to business  
Any more henny and you're past the limit  
You told me about the picture  
Now you have to send it  
I would never put you on blast when I get it  
  
[Hook]  
You're my right hand, you're my go to  
Told me everything about you  
That's a bold move  
I know that you're out here  
And there's things you gotta go through  
Just know that these streets just don't love you like I do  
And they never will

"
Drake,Runaway Girl,"Hey there material girl  
The neighbors told me that you're moving out  
Leaving to witness the world  
But are you sure that's what you're doing now  
  
Are you running away for a purpose  
Do you even know what your self worth is  
The past what you carry in your purses  
The gift in the curse when you going head first is  
The atl, mia, lax, jfk  
Luggage all packed and to them I say  
Farewell to the pure, amen I pray  
  
You wander the world  
You seek what you've lost  
You're waking up every day  
The run away, run away girl  
I turn and your gone  
You're leaving to chase your fame  
The run away, the run away girl  
  
So long  
Farewell  
Good bye  
Good day  
Be on  
Your way  
Run away girl  
(X2)  
  
Watching it all through the window  
And wishing you could make is shatter now  
Now that you're here on the other side  
Are you sure it even matters  
  
Are you living the dream  
Are you telling all your girls that it ain't what it seems  
Do you strip do you model do you live in between  
And look for the split second that you get on the screen like  
  
You wander the world  
You seek what you lost  
You're waking up every day  
To run away, run away girl  
I turn and you're gone  
You're leaving to chase your fame  
You run away, run away girl  
  
So long  
Farewell  
Good bye  
Good day  
Be on your way  
Run away girl  
(X2)

"
